frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
492,99,[528.2303209047749 577.8664013913631 818.5471677892618 842.8796554550613],[622.6603393554688 738.2841796875 710.40966796875 780.1036376953125],0.521710157,AH64OMV,0.300084629
493,321,[411.8558053843253 780.589416316906 713.0862226051092 1007.4869979326386],[505.69482421875 935.4869995117188 601.2275390625 981.9478149414062],0.517571688,NN54KGJ,0.171451586
495,99,[525.4499885333976 582.466974478178 814.3977789536405 848.7004119743993],[618.6465454101562 743.435302734375 709.281005859375 786.0721435546875],0.590096951,AX64DMY,0.228734722
497,99,[521.8578315879281 583.1954876331697 811.5063467206496 851.2284739356287],[617.9474487304688 744.5787963867188 706.1246337890625 790.8546752929688],0.569899201,AK64DMY,0.340100221
499,99,[519.0297780903759 583.9456867437518 812.0375839254145 854.7847210772027],[612.453369140625 747.7901000976562 701.26171875 793.2412719726562],0.650351465,AK64DMV,0.655641212
500,99,[515.9125164315999 584.4027755925824 810.4678956311009 856.1103327830072],[604.0176391601562 747.3126220703125 704.4318237304688 797.6309204101562],0.633470416,AM64DMV,0.288191685
507,99,[507.94295644887933 595.3035374667782 807.7147015973085 873.0127310556338],[605.4047241210938 765.47314453125 698.3444213867188 810.9942626953125],0.674188137,AR64DHV,0.182665594
509,99,[503.302941067427 598.8898713820572 806.6496803487768 878.290884780936],[601.5736694335938 768.4454956054688 696.4310913085938 815.2523803710938],0.671912789,AK64DRV,0.32572288
512,99,[499.62875576142864 604.4211915166633 806.9081252563878 885.2741224024563],[595.960693359375 772.82958984375 691.7103881835938 821.22509765625],0.679295301,AH64DMY,0.556534552
514,99,[495.6434574056945 607.1503672871607 802.9712029919883 890.0858454822079],[597.342041015625 780.303955078125 693.4011840820312 827.9364624023438],0.641025662,AO64DMY,0.213783146
515,99,[493.9012314469495 608.5828294235221 801.1256380736307 891.4157078703493],[593.9361572265625 781.1891479492188 690.3483276367188 827.3406982421875],0.658483267,AM64DMY,0.149071988
517,99,[491.7822149685928 613.4942473550321 800.3025882777688 898.3519313868791],[597.9825439453125 787.3760375976562 690.5707397460938 831.0617065429688],0.648269653,IY64DMM,0.126566724
519,99,[489.21863540209085 616.8304390938972 797.663165845462 902.1602005481759],[591.9437866210938 793.517578125 687.4510498046875 838.5655517578125],0.67507422,AK64DHY,0.316431667
520,99,[489.12427225289014 617.0231967984075 797.2879064398097 902.8871146132933],[588.5125732421875 793.3780517578125 684.3784790039062 839.7469482421875],0.696683168,AK67DMV,0.139090602
523,99,[485.1364952803258 620.6832246362077 793.7238510210004 907.6249028365681],[586.2478637695312 797.5874633789062 685.3580932617188 846.5029907226562],0.689587593,AK64OMV,0.418958137
526,99,[479.03049860502955 629.1877635034282 789.7928513842817 919.2412826442758],[580.9017333984375 807.4411010742188 678.6992797851562 852.6267700195312],0.655339241,AK64DMV,0.665636832
527,99,[477.2625321133943 631.2027496557762 789.9815551578732 922.2386236253442],[584.6867065429688 811.4564208984375 678.1204223632812 858.3262939453125],0.686199129,AK64OMV,0.486704442
529,619,[1156.2397565716904 602.9730609133334 1434.2984491857994 834.4719394247435],[1260.1009521484375 752.0828247070312 1331.688232421875 787.3024291992188],0.520201564,EF10OZT,0.384945535
532,619,[1159.3277329863088 607.143329671891 1435.4746835726112 837.4322329890331],[1250.878173828125 755.4998168945312 1336.04931640625 799.73828125],0.419554472,EF10OZI,0.082825701
537,99,[461.29175836141115 649.4308118010567 782.3460483288018 950.2024548224117],[573.0380859375 835.08203125 667.0475463867188 881.3612060546875],0.687986732,AK64DMV,0.313258843
539,99,[456.9025227663226 652.800531273532 781.0832802023365 954.8590211861203],[570.7252197265625 842.3845825195312 667.7064819335938 888.1561889648438],0.677875519,AK64WMV,0.209499794
541,99,[454.6509854786807 656.2621906839685 781.6669372734912 958.9856611228237],[568.786376953125 845.0299072265625 665.1360473632812 890.3192138671875],0.672444522,AK64OMV,0.234835131
542,99,[453.3055507122973 657.7875072112513 780.9356825192441 962.1331065962133],[566.3399047851562 844.6790771484375 665.7570190429688 893.766357421875],0.708244145,AK64DMV,0.280066785
547,99,[446.88603150773775 667.7228793379724 779.9111342200661 975.9419284477323],[563.1303100585938 859.1422119140625 662.74609375 907.34765625],0.682470918,AR64DMV,0.20499
551,99,[439.9185166227812 676.1612631203916 777.7470839446087 989.1115335658219],[556.9685668945312 867.4363403320312 660.5051879882812 917.9756469726562],0.69056356,AK64DMV,0.218429719
551,619,[1164.6012834160313 638.238526916492 1446.4281718789337 883.0362770292493],[1258.512939453125 794.0321044921875 1345.7249755859375 838.5728759765625],0.658054411,EF10WZT,0.073446459
552,99,[440.4212835138103 679.1059281229648 777.7427119256952 992.543003054969],[554.1110229492188 868.5023803710938 659.961181640625 925.1965942382812],0.645154953,AR64DMV,0.457241173
553,99,[440.6513266562722 680.7777212915139 777.3218979909584 994.1439176835038],[557.2483520507812 876.6314086914062 655.0189819335938 923.4115600585938],0.646246731,AK64OMV,0.547924632
556,99,[437.6739002745487 686.674228007802 775.3013459371348 1001.94081807167],[552.5430908203125 884.326171875 654.50830078125 930.4423828125],0.673442066,AK64DMV,0.740757915
558,99,[431.42792385004225 692.816090730346 772.0228364088647 1010.0016959665323],[549.3160400390625 893.38427734375 649.3648071289062 938.2969360351562],0.647278726,AK64DMV,0.485730111
559,619,[1165.470483135213 649.133435714877 1451.70789780865 903.4270353939752],[1261.950439453125 810.4563598632812 1350.416015625 854.3302612304688],0.629275918,EF10DZT,0.269480061
563,619,[1165.4174673613538 659.3983717076063 1454.5657109811136 911.0824837766062],[1263.2598876953125 818.93408203125 1355.9683837890625 865.11181640625],0.65270406,EF10DZT,0.160853096
564,619,[1165.8017148655497 660.5755045767613 1456.72911408625 914.2231974758655],[1262.50439453125 820.5646362304688 1356.6312255859375 868.7669677734375],0.648156762,EF10DZT,0.306368901
565,99,[425.029271564053 709.1765925920242 769.1260993357946 1034.2702047966939],[544.9742431640625 911.5748291015625 647.9551391601562 959.520263671875],0.69667536,AK64DMY,0.595176043
566,99,[424.0201895600343 711.5038843406317 770.4744989594791 1038.2070887970003],[540.7481689453125 914.5860595703125 647.4034423828125 962.8519287109375],0.676452458,AK64DMV,0.428789803
568,99,[420.07972178704824 715.2995854561045 769.3715080567468 1044.830403252781],[538.1376342773438 917.3155517578125 644.7967529296875 969.3958740234375],0.693510115,AK64DMV,0.457988648
568,619,[1166.609973847189 661.7552252777275 1460.4112082604552 924.8597086742336],[1265.8031005859375 828.8104248046875 1361.5474853515625 876.916259765625],0.634414434,EF10OZI,0.087722744
569,99,[417.57870395360317 717.8043743074461 767.4374840137651 1047.881130658345],[539.4558715820312 920.655029296875 642.731201171875 971.5447998046875],0.679560065,AK64DMV,0.389401622
570,99,[417.34007859527765 720.1228114802268 766.5284189232682 1050.257213262975],[536.1370849609375 928.619384765625 641.83984375 976.95849609375],0.675278246,AK64DMV,0.468532339
573,99,[413.35934696378615 726.9368695224425 764.4878255990826 1059.4165415206494],[532.9471435546875 936.4367065429688 641.1304321289062 985.6173706054688],0.69700706,AK64DMV,0.480724621
574,99,[411.23875619726255 727.7963675687163 763.8875355992816 1060.5822952057201],[532.8834838867188 937.9306640625 641.2214965820312 987.7763671875],0.711776614,AK67DMV,0.328985372
574,619,[1166.8604886625913 680.7416534288809 1463.2959225634509 943.2232521427352],[1268.8956298828125 845.6993408203125 1360.497314453125 893.0189208984375],0.669176638,EF10DZT,0.435706679
576,99,[406.1008706825618 733.8987048949759 764.1653405293231 1066.8409220020499],[532.5673828125 946.4683227539062 638.6484375 994.7378540039062],0.681248903,AK64DMV,0.507030328
578,99,[403.2827801165372 738.2390837714963 763.4822970568714 1070.8229563864752],[525.455078125 949.8896484375 637.7036743164062 1001.7689208984375],0.673819363,AK54DMV,0.315805539
579,99,[403.5692259895203 741.6393134873608 762.992111157847 1073.5393531959583],[526.078857421875 954.7955932617188 638.1702270507812 1006.8901977539062],0.695987761,AK64DMV,0.622518781
580,99,[401.87521505060636 743.6141410597436 762.325754144593 1074.3783320971006],[527.1174926757812 958.3504028320312 635.365966796875 1007.3311157226562],0.710122347,AK64DKV,0.64811683
581,99,[401.66339750998964 746.1717902667103 761.597680074369 1075.0898932548378],[524.4959106445312 961.0052490234375 635.3582153320312 1011.3321533203125],0.694112301,AK64DMV,0.837161106
582,99,[401.807020060937 748.3105901266424 762.1790060880351 1074.951514070552],[525.04638671875 963.9959716796875 628.132568359375 1012.8069458007812],0.68818289,AK64DMV,0.367752393
582,619,[1168.9114062939445 699.9073824566763 1472.6575731020196 965.6065479054289],[1269.90234375 869.5316162109375 1367.454345703125 917.57373046875],0.663326025,EF30DZT,0.097037383
583,99,[400.9388882797517 750.2686188754267 762.03341214821 1074.8035353781368],[523.7282104492188 964.727783203125 628.3118286132812 1016.108642578125],0.677539766,AK64DMV,0.809693583
585,99,[397.0178839002982 759.8977601135695 759.5265671851599 1078.1383884621416],[522.7608032226562 975.711181640625 628.597412109375 1023.55810546875],0.694224238,AK64DMV,0.41694846
585,619,[1170.254614353334 709.5250022848223 1478.7883514704345 976.6443145912937],[1272.447265625 878.0780639648438 1368.345703125 927.2843627929688],0.635838866,EF10DZT,0.614414417
586,99,[394.80938190554997 763.0968930204109 758.6082477441857 1078.3259314376464],[521.4036254882812 978.0693969726562 631.126220703125 1027.020263671875],0.681366563,AK64DMV,0.615170378
587,99,[394.8926232613738 766.4852838889709 758.8670438491222 1077.6690134358641],[518.8780517578125 983.095458984375 625.2039184570312 1031.0101318359375],0.683077693,AR64DMV,0.575644707
587,619,[1168.6450155636314 712.9916712526515 1480.217704141169 981.0417533115835],[1274.1793212890625 884.784912109375 1372.8599853515625 929.2725830078125],0.631130815,EF30WZT,0.07816831
588,99,[393.96183237155014 767.5828950269101 758.3479212761138 1075.9633144951706],[514.6213989257812 984.4264526367188 625.9971313476562 1035.8236083984375],0.685263991,AK64DMV,0.593449693
588,619,[1168.809582454372 713.7334069183476 1481.943916805329 983.2931301671056],[1276.2210693359375 888.0618896484375 1371.4644775390625 935.0478515625],0.680196404,EF10WZI,0.02149964
589,99,[392.72012436378054 770.3443123664085 757.636012964666 1075.2580355661332],[515.1371459960938 988.2041015625 624.320556640625 1038.1322021484375],0.700016201,AK64DMV,0.550094913
590,99,[388.95417605462944 771.7311242255446 756.077604636421 1073.8065803604334],[513.4248657226562 990.9483032226562 624.3281860351562 1041.9083251953125],0.703042567,AK64DMV,0.679176953
591,619,[1167.7481139746128 719.9353099260808 1487.8930990133413 993.0627968312809],[1273.6949462890625 895.032958984375 1371.6021728515625 943.5625],0.686811447,EF10WZT,0.188902793
592,99,[382.60823615852837 776.7539855157956 754.6316053558214 1074.863354806819],[512.5692138671875 998.5294189453125 624.2706909179688 1047.782958984375],0.703508794,AK64DMV,0.33661751
593,619,[1169.6414024775543 724.199539614349 1491.6324196795056 999.1758798589937],[1274.948486328125 898.9323120117188 1371.531005859375 947.6068725585938],0.668050826,EF10OZT,0.075092638
594,99,[382.1785427597753 781.7195098592061 754.9355739684588 1075.8421171487585],[510.6058044433594 1007.1641235351562 616.3422241210938 1057.5557861328125],0.715826154,AK64DMV,0.410026434
594,619,[1169.067546907357 728.1623619095496 1491.6175161996969 1003.0800325662078],[1276.1285400390625 905.044189453125 1373.3857421875 951.8939208984375],0.660320699,EF10DZT,0.280947688
596,99,[379.68362630049717 786.2344885405172 754.733788515848 1077.6786538182228],[503.9438781738281 1011.9567260742188 618.2587890625 1064.9158935546875],0.697387755,AK64DMV,0.554420449
597,99,[378.02951461193095 789.32889058547 753.6922446790592 1078.5805345808903],[502.19366455078125 1016.2739868164062 619.7442626953125 1070.55078125],0.702364564,AK64DMV,0.487594974
597,619,[1164.326438344471 738.3956284082342 1488.0374164707584 1014.9204229550996],[1279.371826171875 912.8735961914062 1378.0330810546875 961.1123657226562],0.693655729,EF10DZT,0.126290162
598,99,[376.6636578239427 792.1666056980177 753.4857637287535 1079.0799286826352],[500.5806884765625 1018.5327758789062 618.0056762695312 1071.714599609375],0.697027445,AK64DMV,0.585668516
599,99,[374.8177566326268 794.4338229035675 752.7469007519286 1079.0926272160111],[499.9207763671875 1025.1453857421875 616.78564453125 1077.8782958984375],0.732730508,AK64DMV,0.821698836
603,619,[1166.4383291704057 752.5854273706564 1490.9019848596163 1035.0897368574722],[1281.016845703125 933.3779296875 1385.240478515625 982.69775390625],0.689032257,EF10DZT,0.256863632
625,619,[1167.0296333813228 810.4742367843852 1521.7309447239934 1078.6319065363161],[1295.2008056640625 1006.964599609375 1403.2791748046875 1057.31640625],0.710448563,EF10DZT,0.392897803
628,393,[1627.185181656678 627.3090829565276 1923.019287324107 886.1136477588284],[1765.73583984375 797.8914184570312 1849.3681640625 848.7134399414062],0.515317857,JU62HIJ,0.265874661
630,619,[1163.6790253319118 826.3821030926367 1524.6385113767933 1079.804817297106],[1300.470947265625 1029.43994140625 1406.8424072265625 1078.6717529296875],0.722980678,EF10DZT,0.688340464
632,619,[1167.3680866096302 832.4249880472298 1534.0514347917674 1080.320550693554],[1299.238525390625 1035.4991455078125 1409.10693359375 1080.0],0.726084828,EF10DZT,0.305186365
639,445,[1110.3332485565027 663.7820485014274 1425.4960592907757 916.0298302343347],[1219.5208740234375 831.66357421875 1313.7034912109375 876.4315795898438],0.379164338,AF65JKY,0.506193384
641,393,[1653.7019978163091 661.164857982296 1923.4946905066456 930.336533451613],[1790.8341064453125 840.8765869140625 1877.9337158203125 886.1951904296875],0.584559917,DU52HIJ,0.148072979
643,445,[1109.7887596432702 668.0954533156416 1425.1903146164523 924.9859762318245],[1224.0560302734375 840.1021728515625 1316.6971435546875 879.1109619140625],0.427267343,DF65JKY,0.274901562
644,445,[1109.515502372258 669.9596817162899 1425.2464928250877 927.5132697230483],[1220.187744140625 841.7129516601562 1312.758544921875 882.3960571289062],0.294361264,DF65JKV,0.492934993
645,445,[1111.1896861794594 671.8036363015117 1428.8575600636486 930.9499353206581],[1221.5394287109375 841.2092895507812 1314.6221923828125 885.5794067382812],0.514220417,AF65JKV,0.303504774
648,445,[1111.2367339594336 680.6100452260334 1432.6209017015228 940.2518424953105],[1224.2686767578125 851.141845703125 1314.3115234375 897.4371337890625],0.397511601,NR65JKV,0.281810121
649,445,[1110.9973011767013 682.309569944677 1432.9678327989225 941.964200120725],[1223.5543212890625 851.3626098632812 1317.465087890625 898.2822875976562],0.432750195,XF65JKV,0.263357774
650,445,[1112.7880871634366 685.2338464423369 1435.451041737339 944.3112044023885],[1225.69775390625 856.9737548828125 1320.9063720703125 900.124755859375],0.425652772,KR65JKV,0.12741284
651,445,[1112.7377747677897 687.2895748059271 1436.0953064763125 946.3619030898966],[1225.118408203125 862.0346069335938 1320.7430419921875 899.6378784179688],0.293792963,AF65JKV,0.330781747
653,445,[1111.0584403096238 690.8081441597504 1433.6361395892034 950.7974132490732],[1230.508544921875 865.8410034179688 1321.989990234375 907.1968383789062],0.598647356,AF65JKV,0.091031881
654,445,[1112.9217610566934 693.2521474301536 1437.176911370253 955.0039099557107],[1229.44921875 867.4786376953125 1319.243408203125 911.397216796875],0.646350265,XT65JKV,0.13211112
655,445,[1114.6318459998474 694.2623423469381 1440.6566705629707 957.5650052529747],[1230.03369140625 869.5394897460938 1321.880126953125 910.9740600585938],0.584591448,DF65JKV,0.23873669
656,445,[1114.3343597429669 696.3438186023234 1442.2075663597973 961.6931160865797],[1228.2513427734375 873.038330078125 1322.1064453125 916.2605590820312],0.443532407,NR65JKV,0.164989053
657,445,[1113.9646331052215 698.8818140628562 1443.7486972711301 965.4393895046685],[1228.1253662109375 877.717041015625 1328.337158203125 922.3702392578125],0.556913078,NT65JKV,0.170490415
658,445,[1114.2901925709 698.9311799093291 1444.927663207118 966.939619408354],[1227.9732666015625 877.2211303710938 1329.0892333984375 921.9281616210938],0.51816231,NT65JKV,0.305381552
659,445,[1115.0750098051376 701.693294284134 1445.4721354453209 970.1689007003465],[1230.828369140625 882.5286254882812 1327.0604248046875 925.3897705078125],0.489627957,DF65JKM,0.215559867
661,445,[1117.2890394441624 708.0549280344014 1449.317252031903 976.3877733164659],[1233.523681640625 884.753173828125 1335.841552734375 931.1852416992188],0.53198123,AF65JKV,0.23915502
662,445,[1115.7801785275565 710.2953792076687 1447.504195272535 979.4535217340506],[1234.9061279296875 889.318359375 1333.951171875 932.9989013671875],0.597096086,AR65JKV,0.40697131
663,445,[1116.7719537568153 713.0042844495666 1451.379631088653 982.6486932986066],[1235.6654052734375 889.8482666015625 1334.749267578125 935.4049072265625],0.615476727,AF65JKV,0.394058102
663,360,[1130.7864568056214 504.8768005253126 1342.3209048621536 699.6547106445763],[1201.5762939453125 622.818603515625 1270.9637451171875 660.8345336914062],0.288327575,GJ05EPD,0.112995842
664,445,[1116.4641946882148 715.2572791074753 1453.5118802623392 985.5220663675328],[1237.582763671875 892.9111328125 1336.887451171875 936.2913818359375],0.584325135,XT65JKV,0.165046386
664,360,[1130.614261636632 504.20204190718607 1342.0912273291228 699.5806028864],[1204.200927734375 625.258544921875 1267.239013671875 660.7423706054688],0.273581922,CJ06EPD,0.21119132
666,445,[1116.4345910178724 719.0739914357798 1456.5677938631954 989.7503471221528],[1241.7408447265625 899.0996704101562 1337.76611328125 947.8936157226562],0.645140529,AF65JKY,0.442464648
667,445,[1116.1693385490398 720.3131147938504 1458.0054037671543 991.4874379984565],[1239.2008056640625 901.3825073242188 1337.1197509765625 948.7017211914062],0.631765485,AF65JKV,0.354813242
668,445,[1116.178603931105 722.8573988502422 1459.8507706897058 994.9072733969002],[1242.1461181640625 904.894287109375 1338.320068359375 949.3870849609375],0.516745448,AF65JKY,0.233873205
671,445,[1117.5140840014433 731.5214301128217 1460.191839871281 1006.3721402607262],[1241.2672119140625 913.6864013671875 1343.1734619140625 958.7186279296875],0.653541625,AF65JKV,0.118925624
672,445,[1120.6231028479772 734.9470433768201 1462.8293979808548 1010.6904052384677],[1246.1307373046875 918.4892578125 1347.9630126953125 963.629150390625],0.627343178,AF65JKV,0.568601516
673,445,[1121.048765988597 737.0882652115879 1464.2487140440526 1013.6883958280112],[1241.069580078125 918.0037231445312 1345.5887451171875 963.27197265625],0.646595299,XR65JKV,0.105364429
674,445,[1125.3188601668185 738.7118308409333 1468.850237174538 1016.1050485303756],[1246.8912353515625 923.720947265625 1350.05419921875 971.267578125],0.64719063,AT65JKV,0.164936301
675,445,[1128.208075371807 741.5098372739044 1471.0191490528873 1019.5736948788151],[1247.994873046875 926.98046875 1346.6136474609375 971.6331176757812],0.641197085,XF65JKV,0.409446192
676,445,[1130.9233012476034 743.0545785636934 1472.2549667445764 1021.5503292981939],[1246.6064453125 929.9697875976562 1345.652587890625 973.6025390625],0.618808389,NF65JKV,0.288420624
678,445,[1133.0864243532023 748.2522675191308 1475.057472552302 1028.3520896258622],[1251.9228515625 937.6635131835938 1356.1929931640625 983.2611694335938],0.654960036,NR65JKV,0.545100566
679,445,[1134.4117349569506 750.5564841516705 1477.0095443208725 1030.9537513025005],[1245.963134765625 936.9193725585938 1354.7193603515625 983.2966918945312],0.662655234,AF65JRV,0.575091177
680,445,[1135.4156987412985 753.9281258781277 1478.9795053885073 1034.1256601076243],[1252.356201171875 942.5419921875 1358.68359375 985.837646484375],0.652921975,NF65JKV,0.27282025
681,445,[1136.526867381339 758.0580411229889 1480.4214115716632 1037.7710682396803],[1250.683349609375 943.7996215820312 1360.7978515625 992.5269165039062],0.565630853,AR65JKV,0.225846449
681,360,[1131.2686938934842 526.4960044786986 1351.853981938062 727.736842484963],[1211.129638671875 649.390869140625 1280.67529296875 686.553955078125],0.268930554,CJ05EPD,0.279557477
682,445,[1139.025781412971 760.50825835093 1482.0045136912017 1040.2185830357892],[1256.38525390625 946.9066772460938 1360.83447265625 994.0491943359375],0.647274196,AF65JKV,0.570571807
682,360,[1131.5621094694784 527.6194378615116 1352.2480382280428 728.7994913836496],[1214.0018310546875 652.5009155273438 1280.96826171875 687.3184204101562],0.256392866,OJ05EPD,0.129698242
683,445,[1137.9783766853611 763.1955135316532 1480.7200584201669 1044.5003444966055],[1253.2064208984375 950.06689453125 1364.6114501953125 997.5791015625],0.663415253,AR65JKV,0.440741503
683,360,[1131.8156478419503 529.5996796485854 1353.0015474571007 730.8153181301302],[1209.585693359375 653.898193359375 1278.11572265625 689.7039184570312],0.352978945,GJ06EPD,0.307052168
684,445,[1136.2283327518242 765.694476165139 1479.5613000322471 1047.6759624560486],[1257.2603759765625 953.5548706054688 1362.474609375 1001.2988891601562],0.668164849,DR65JKV,0.349071743
684,360,[1131.9004627586003 529.8125588986109 1353.6971104216748 732.2223152385575],[1212.1954345703125 655.6597900390625 1280.2734375 692.583740234375],0.349032044,GJ06EPD,0.442899093
685,445,[1136.852755183378 767.1253228049918 1480.872777951107 1049.6879645909023],[1253.384033203125 955.2301025390625 1362.9259033203125 1004.124755859375],0.688338995,AF65JKV,0.763585594
686,445,[1136.663527238948 769.7304191731723 1482.2148618103047 1052.8662417252924],[1256.686279296875 960.3778076171875 1361.8653564453125 1008.8416137695312],0.689826012,AF65JKV,0.247779473
686,360,[1131.8319502500487 532.3493910407412 1354.5107785217149 735.5782456111206],[1206.8624267578125 657.75927734375 1276.0975341796875 695.1331787109375],0.346963465,GJ06EPC,0.112915193
687,445,[1137.7656069370873 773.029016007589 1485.544612590727 1057.7671306504715],[1256.7852783203125 962.3112182617188 1364.606689453125 1012.0126342773438],0.689259827,AR65JKV,0.155287116
688,445,[1138.1925456780864 775.4757420770169 1488.0937595697064 1061.2775420469502],[1260.593017578125 965.4029541015625 1365.164794921875 1013.4608154296875],0.670697927,AF65JKM,0.330231714
689,445,[1141.5674746365953 779.290077147757 1491.968116820432 1066.3156501224935],[1260.6439208984375 966.2861938476562 1372.03564453125 1019.0978393554688],0.676019907,AR65JKV,0.332843513
690,445,[1143.077415187548 781.8746851769645 1494.6007225683506 1069.3143812516823],[1259.4603271484375 971.2510986328125 1368.8233642578125 1020.4786376953125],0.695820034,OF65JKM,0.120661804
691,445,[1143.9761148628493 783.7970033770813 1496.9261650846572 1071.3357139932552],[1262.5013427734375 975.4597778320312 1371.301513671875 1023.5227661132812],0.697679222,AF65JKV,0.298578458
693,445,[1146.238529549896 788.1787409489511 1497.9898089006872 1073.8705366446484],[1266.8333740234375 982.88525390625 1376.63671875 1031.372802734375],0.728159189,AF65JKV,0.807134168
694,445,[1145.747703603731 789.9270487891935 1498.0362485305307 1074.432314029399],[1259.8642578125 982.707275390625 1372.1412353515625 1033.0440673828125],0.702147484,AF65JKV,0.30553522
695,445,[1145.1687940619706 792.1907600822394 1498.4221184636042 1074.8844111912292],[1270.076416015625 987.7973022460938 1373.8880615234375 1035.69873046875],0.717306018,AF65JKV,0.391918432
697,360,[1135.252214269396 544.7746765365964 1362.856345839552 752.8099490717191],[1216.7578125 673.6399536132812 1280.5089111328125 708.9326171875],0.332285881,DJ05EPC,0.19867955
698,445,[1144.6184934811813 799.8699377857002 1502.9731336076684 1075.7873072519938],[1270.36962890625 995.9249877929688 1381.0191650390625 1049.1990966796875],0.697476685,AF65JKV,0.647351794
699,445,[1143.7819380801845 803.437701369027 1503.6966346521515 1076.343016730906],[1265.930908203125 1003.3743896484375 1382.1593017578125 1051.69775390625],0.632855475,AF65JKV,0.641204114
700,445,[1142.4381057016626 806.603795351959 1505.7484963466145 1075.6301529635664],[1269.62060546875 1007.534912109375 1380.523681640625 1055.3126220703125],0.686885774,CF65JKY,0.209937814
700,360,[1135.739553821929 546.5091878554127 1366.280509892079 757.5575248650936],[1216.434814453125 679.230712890625 1288.6556396484375 717.6158447265625],0.518445373,GJ06EPD,0.194878944
702,445,[1143.8102944986788 812.397057808792 1509.4564206548505 1076.1915640187492],[1267.7794189453125 1012.7437133789062 1385.0711669921875 1064.8265380859375],0.687795043,AF65JKV,0.395106883
703,445,[1144.4220515166694 814.5223290987108 1511.3902279253061 1075.96476902601],[1272.537353515625 1015.1515502929688 1387.0518798828125 1067.20654296875],0.672354102,AF65JKV,0.634145056
704,445,[1144.3065653481904 817.301375993839 1512.4231157377499 1076.8486005138477],[1268.5982666015625 1019.4896850585938 1388.538330078125 1071.3948974609375],0.668805838,AF65JKV,0.51413662
705,445,[1145.3688339041457 820.5460302194773 1515.1307397202024 1077.6053140398892],[1275.149658203125 1025.7508544921875 1387.2337646484375 1073.8157958984375],0.680927336,NF65JKV,0.211623401
706,445,[1146.6660293045793 822.9469739933973 1516.8755060958997 1078.1309603539826],[1271.5189208984375 1027.66259765625 1386.7801513671875 1076.2362060546875],0.682842135,AF65JKV,0.592952959
707,445,[1147.6948550259708 826.2706826664512 1518.4458934450995 1078.8473475657488],[1273.1884765625 1032.5992431640625 1389.9371337890625 1078.420654296875],0.699295163,AF65JKV,0.265955966
713,360,[1140.5133525801627 563.9405756744598 1374.676079204063 782.1339890103434],[1226.5806884765625 696.91064453125 1297.330322265625 740.7986450195312],0.575726449,OJ06EPD,0.399834477
715,360,[1140.4863082183813 565.0939473807017 1375.6646383673508 784.8872948934885],[1220.4407958984375 703.5791015625 1296.2698974609375 743.2376098632812],0.595109761,GJ05EPD,0.193880233
716,360,[1140.9593836693946 564.8352592695053 1376.142224904577 785.7646626067901],[1220.587890625 704.3316650390625 1295.81103515625 742.1317749023438],0.57670337,CJ06EPD,0.221574
719,360,[1142.2801463986436 565.434255013812 1378.4962747862494 792.0104159639371],[1227.094482421875 708.5068969726562 1295.33056640625 748.898681640625],0.452526271,LJ06EPC,0.196091166
722,360,[1143.6658981370601 571.258117346163 1381.9452126812803 799.553007803548],[1223.781005859375 717.2085571289062 1306.3748779296875 755.1236572265625],0.5804196,GJ06EPD,0.157016381
723,360,[1144.4503352953168 574.311875205948 1384.1753134947555 802.0210421993198],[1228.029052734375 719.1381225585938 1302.589599609375 756.3220825195312],0.505959094,GJ06EPO,0.093963823
730,651,[434.8435800284359 722.0740390205633 770.7282833592368 1003.616954046422],[555.169677734375 934.141845703125 647.9146728515625 977.0811767578125],0.444564849,KH06RSV,0.210163744
732,651,[432.8379604241529 727.8459909200415 771.3898198948998 1012.86810322516],[546.7322387695312 943.1367797851562 641.6126098632812 984.6817626953125],0.502085388,KP06RSU,0.334204258
732,360,[1147.449755599626 592.5286045961793 1391.1919889416583 818.4155032716935],[1236.0296630859375 736.53076171875 1309.2132568359375 776.4539794921875],0.435903728,DJ06EPD,0.233456592
734,651,[428.9120085106732 732.4173264799063 768.589180224555 1019.5843883553],[548.7255249023438 946.6843872070312 643.8981323242188 995.3878784179688],0.603658974,KH06KSU,0.092312813
734,360,[1147.5825852918097 592.5866108373656 1391.9584652042886 822.1411094235383],[1229.8096923828125 739.679443359375 1313.4273681640625 778.57763671875],0.472893506,IJ06EPO,0.303656909
738,360,[1149.5253040665027 595.3305998747476 1395.6271262175985 831.3572628503753],[1238.4638671875 744.329833984375 1320.0926513671875 786.9005737304688],0.559125483,TJ06EPD,0.075688247
739,360,[1150.187266718619 596.3077059142036 1396.431223014934 833.0338319947425],[1237.847900390625 744.837158203125 1321.2469482421875 789.3041381835938],0.600783408,TJ06EPD,0.195523633
743,360,[1150.7665814117436 602.5646046482866 1403.1263328250548 841.8403978258907],[1235.947998046875 757.0263061523438 1319.6722412109375 800.267578125],0.574522913,GJ06EPO,0.175352439
753,360,[1151.4065781247475 620.8632829839485 1415.0919629903526 863.8488096582432],[1241.65869140625 775.513916015625 1324.8138427734375 818.1280517578125],0.52878952,OJ06EPD,0.094356235
758,651,[395.88439009895967 792.5809740682848 757.9930557842371 1078.771900286995],[515.48974609375 1026.9327392578125 623.822998046875 1077.2296142578125],0.688194871,KH06KSU,0.329898734
