frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1732,1742,[348.2528230455896 750.3642897371543 718.9451385673847 1074.2033505119616],[484.6376953125 972.6161499023438 589.061279296875 1018.9744262695312],0.625813365,CE61WYL,0.40999405
1733,1742,[344.83309834452416 752.8426013014046 715.9644859094899 1074.7433223216747],[482.1268615722656 977.9210815429688 586.6644897460938 1022.53125],0.58235538,CE61MYL,0.282284549
1734,1742,[340.4535695139367 755.0935040975122 713.7005654680037 1074.8747959252544],[486.0903015136719 982.1685791015625 576.2671508789062 1023.990966796875],0.618044853,CE61WYL,0.282209612
1735,1742,[339.89140214281986 756.6618252318904 713.8626717137305 1074.6844746891989],[480.693359375 984.6890258789062 583.5243530273438 1027.29541015625],0.600871146,CE61MYL,0.682815149
1737,1742,[324.22956552686 759.5754348077259 708.2971917508398 1073.730895737563],[477.418212890625 988.3739013671875 586.761474609375 1038.8455810546875],0.673136473,CE51WYL,0.340604361
1738,1742,[324.4713217987979 761.2263948502914 709.8920733909954 1073.5219416302984],[479.54150390625 992.6326904296875 579.4976806640625 1038.9759521484375],0.621098161,CE51WYL,0.190014018
1739,1742,[325.3387046997792 763.7022325063829 710.6553369674431 1074.1249831901907],[474.60601806640625 995.994873046875 579.6360473632812 1042.6702880859375],0.572934926,CE61LYL,0.397824509
1741,1742,[327.92772802541873 768.9688186052971 712.452728358518 1075.4569558404564],[471.8443908691406 1002.6361083984375 577.064453125 1046.9351806640625],0.594133079,CE61LYL,0.270525446
1742,1742,[327.4246781541352 772.4997437935007 712.0005009933703 1077.1511145547922],[477.2040710449219 1007.79931640625 575.3518676757812 1050.57421875],0.673748374,CE61UYL,0.37643831
1743,1742,[323.11512708332714 776.1921063410134 708.9656872172383 1077.955501781576],[472.1151123046875 1012.5444946289062 574.4315185546875 1056.405517578125],0.646432579,CE61MYL,0.282029423
1744,1742,[314.7832850343376 778.0144944629476 705.1597023589349 1077.4502899713477],[470.232421875 1012.2727661132812 573.8300170898438 1059.29052734375],0.652746081,CE61MYL,0.693129502
1745,1742,[304.3195032296758 779.8270059380957 701.8900695469285 1076.6075349291896],[469.32110595703125 1013.868896484375 572.514404296875 1061.9195556640625],0.645467162,CE61WYL,0.362014104
1746,1742,[301.211994435433 782.629766233002 703.3691013158875 1076.5656942718215],[468.4468688964844 1020.0450439453125 570.1259765625 1064.053466796875],0.629789174,CE61WYL,0.093822564
1747,1742,[297.2849301125417 784.3736542292704 703.6481495403646 1075.5829460741788],[468.01666259765625 1023.2393188476562 572.1961669921875 1067.6986083984375],0.6479761,CE61WYL,0.485536225
1748,1742,[302.0069633069702 788.0279685858695 706.2313529514423 1076.9507547760263],[463.5174865722656 1025.842041015625 572.6007080078125 1071.958251953125],0.656662941,CE61WYL,0.424312886
1749,1742,[293.851005401508 791.8379925638299 702.7121010292809 1077.548704507901],[461.3632507324219 1029.8841552734375 573.9154052734375 1075.3466796875],0.672330379,CE61MYL,0.564464187
1768,1665,[1127.4954787500722 539.4470305520416 1365.1825692910973 727.516654288543],[1214.369873046875 648.4329223632812 1294.054443359375 693.8377685546875],0.253736883,SC56DTP,0.211534097
1773,1665,[1128.462852847729 544.1238359801577 1370.7905794065312 735.2931696179816],[1215.341064453125 654.177978515625 1296.5274658203125 704.3036499023438],0.257100135,EC56DYP,0.439681039
1786,1665,[1128.3482511266384 558.0788102696686 1375.049374743638 754.2457108738038],[1207.56005859375 673.9708251953125 1293.8094482421875 717.983642578125],0.298551649,SC56DRP,0.107845784
1794,1665,[1128.5400284792424 571.1891443492233 1377.6288345567784 768.1898470452796],[1213.955322265625 684.9856567382812 1298.2764892578125 731.6286010742188],0.294512004,EC56OYP,0.218484053
1798,1665,[1127.6068003613263 576.3222057722111 1379.3819682356398 777.475902888856],[1209.2840576171875 692.1681518554688 1297.9053955078125 739.3540649414062],0.36293745,SC55DFP,0.227550066
